Event ID,Player 1 Aces,Player 2 Aces,Player 1 Double faults,Player 2 Double faults,Player 1 Service points won,Player 2 Service points won,Player 1 Receiver points won,Player 2 Receiver points won,Player 1 Max points in a row,Player 2 Max points in a row,Player 1 Service games won,Player 2 Service games won,Player 1 Max games in a row,Player 2 Max games in a row,Player 1 Return games played,Player 2 Return games played,Player 1 Break points converted,Player 2 Break points converted,Player 1 Tiebreaks,Player 2 Tiebreaks,Player 1 First serve Made,Player 1 First serve Total,Player 2 First serve Made,Player 2 First serve Total,Player 1 Second serve Made,Player 1 Second serve Total,Player 2 Second serve Made,Player 2 Second serve Total,Player 1 First serve points Made,Player 1 First serve points Total,Player 2 First serve points Made,Player 2 First serve points Total,Player 1 Second serve points Made,Player 1 Second serve points Total,Player 2 Second serve points Made,Player 2 Second serve points Total,Player 1 Break points saved Made,Player 1 Break points saved Total,Player 2 Break points saved Made,Player 2 Break points saved Total,Player 1 First serve return points Made,Player 1 First serve return points Total,Player 2 First serve return points Made,Player 2 First serve return points Total,Player 1 Second serve return points Made,Player 1 Second serve return points Total,Player 2 Second serve return points Made,Player 2 Second serve return points Total,Year,Month,Day,Set 1,Set 2,Set 3,Set 1 Game 1,Set 1 Game 2,Set 1 Game 3,Set 1 Game 4,Set 1 Game 5,Set 1 Game 6,Set 1 Game 7,Set 1 Game 8,Set 1 Game 9,Set 1 Game 10,Set 1 Game 11,Set 1 Game 12,Set 2 Game 1,Set 2 Game 2,Set 2 Game 3,Set 2 Game 4,Set 2 Game 5,Set 2 Game 6,Set 2 Game 7,Set 2 Game 8,Set 2 Game 9,Set 2 Game 10,Set 2 Game 11,Set 2 Game 12,Set 3 Game 1,Set 3 Game 2,Set 3 Game 3,Set 3 Game 4,Set 3 Game 5,Set 3 Game 6,Set 3 Game 7,Set 3 Game 8,Set 3 Game 9,Set 3 Game 10,Set 3 Game 11,Set 3 Game 12,Match Score,Winner,Player 1 Tiebreak Wins,Player 2 Tiebreak Wins,Match Duration,Player 1 First serve Win %,Player 2 First serve Win %,Player 1 Second serve Win %,Player 2 Second serve Win %,Player 1 First serve return Win %,Player 2 First serve return Win %,Player 1 Second serve return Win %,Player 2 Second serve return Win %,Player 1 ID,Player 2 ID
10171629.0,0.0,1.0,3.0,1.0,19.0,13.0,10.0,12.0,6.0,5.0,0.0,0.0,3.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,15.0,31.0,12.0,23.0,13.0,16.0,10.0,11.0,9.0,15.0,8.0,12.0,10.0,16.0,5.0,11.0,1.0,2.0,0.0,2.0,4.0,12.0,6.0,15.0,6.0,11.0,6.0,16.0,2022.0,3.0,12.0,6-3,6-1,0,6-3,5-3,5-2,4-2,3-2,2-2,2-1,1-1,0-1,0,0,0,6-1,5-1,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,81.0,60.0,66.66666666666666,62.5,45.45454545454545,60.0,66.66666666666666,62.5,45.45454545454545,P0020,P0021
12248664.0,0.0,1.0,3.0,1.0,18.0,17.0,11.0,19.0,5.0,5.0,5.0,8.0,2.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,24.0,37.0,14.0,28.0,10.0,13.0,13.0,14.0,13.0,24.0,9.0,14.0,5.0,13.0,8.0,14.0,4.0,6.0,0.0,1.0,5.0,14.0,11.0,24.0,6.0,14.0,8.0,13.0,2024.0,4.0,14.0,3-6,3-6,0,3-6,3-5,3-4,2-4,2-3,1-3,1-2,0-2,0-1,0,0,0,3-6,3-5,3-4,3-3,2-3,2-2,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,92.0,54.16666666666666,64.28571428571429,38.46153846153847,57.14285714285714,54.16666666666666,64.28571428571429,38.46153846153847,57.14285714285714,P0022,P0023
12040224.0,1.0,0.0,0.0,1.0,10.0,16.0,5.0,11.0,3.0,6.0,4.0,7.0,1.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,15.0,21.0,20.0,21.0,6.0,6.0,0.0,1.0,9.0,15.0,16.0,20.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,20.0,6.0,15.0,1.0,1.0,5.0,6.0,2024.0,2.0,7.0,2-6,2-6,0,2-6,2-5,1-5,1-4,0-4,0-3,0-2,0-1,0,0,0,0,2-6,2-5,1-5,1-4,1-3,1-2,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,85.0,60.0,80.0,16.666666666666664,0.0,60.0,80.0,16.666666666666664,0.0,P0024,P0025
12702178.0,2.0,4.0,0.0,1.0,6.0,7.0,3.0,4.0,2.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,8.0,10.0,1.0,1.0,1.0,2.0,5.0,9.0,6.0,8.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,8.0,4.0,9.0,1.0,2.0,0.0,1.0,2024.0,8.0,20.0,6-1,6-2,0,6-1,5-1,4-1,3-1,3-0,2-0,1-0,0,0,0,0,0,6-2,5-2,4-2,3-2,2-2,2-1,1-1,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,75.0,55.55555555555556,75.0,100.0,50.0,55.55555555555556,75.0,100.0,50.0,P0026,P0027
10400621.0,1.0,0.0,1.0,2.0,20.0,10.0,16.0,13.0,13.0,4.0,8.0,6.0,5.0,2.0,4.0,4.0,3.0,1.0,0.0,0.0,21.0,33.0,15.0,26.0,11.0,12.0,9.0,11.0,14.0,21.0,6.0,15.0,6.0,12.0,4.0,11.0,6.0,7.0,0.0,3.0,9.0,15.0,7.0,21.0,7.0,11.0,6.0,12.0,2022.0,7.0,1.0,6-2,7-6,0,6-2,5-2,5-1,5-0,4-0,3-0,2-0,1-0,0,0,0,0,7-6,6-6,6-5,5-5,5-4,4-4,3-4,3-3,3-2,2-2,2-1,1-1,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,1.0,0.0,118.0,66.66666666666666,40.0,50.0,36.36363636363637,66.66666666666666,40.0,50.0,36.36363636363637,P0028,P0029
12457550.0,0.0,2.0,2.0,0.0,9.0,16.0,5.0,11.0,3.0,6.0,4.0,8.0,1.0,3.0,4.0,3.0,0.0,2.0,0.0,0.0,11.0,20.0,14.0,21.0,7.0,9.0,7.0,7.0,6.0,11.0,11.0,14.0,3.0,9.0,5.0,7.0,1.0,3.0,0.0,0.0,3.0,14.0,5.0,11.0,2.0,7.0,6.0,9.0,2024.0,6.0,26.0,7-5,6-3,0,7-5,6-5,5-5,5-4,4-4,3-4,3-3,3-2,2-2,2-1,1-1,1-0,6-3,5-3,5-2,4-2,3-2,3-1,2-1,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,127.0,54.54545454545454,78.57142857142857,33.33333333333333,71.42857142857143,54.54545454545454,78.57142857142857,33.33333333333333,71.42857142857143,P0030,P0031
12599794.0,0.0,1.0,0.0,0.0,23.0,14.0,12.0,15.0,5.0,6.0,9.0,6.0,2.0,2.0,5.0,5.0,2.0,1.0,0.0,0.0,35.0,38.0,25.0,26.0,3.0,3.0,1.0,1.0,21.0,35.0,14.0,25.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,11.0,25.0,14.0,35.0,1.0,1.0,1.0,3.0,2024.0,7.0,28.0,5-7,6-7,0,5-7,5-6,5-5,4-5,3-5,3-4,2-4,2-3,1-3,1-2,1-1,1-0,6-7,6-6,6-5,5-5,4-5,4-4,3-4,3-3,2-3,2-2,1-2,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,1.0,139.0,60.0,56.00000000000001,66.66666666666666,0.0,60.0,56.00000000000001,66.66666666666666,0.0,P0032,P0033
10520996.0,2.0,0.0,0.0,4.0,12.0,8.0,14.0,2.0,7.0,4.0,8.0,5.0,6.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,14.0,12.0,22.0,8.0,8.0,6.0,10.0,4.0,6.0,5.0,12.0,8.0,8.0,3.0,10.0,0.0,0.0,3.0,6.0,7.0,12.0,2.0,6.0,7.0,10.0,0.0,8.0,2022.0,8.0,6.0,6-0,7-5,4-6,6-0,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,7-5,6-5,5-5,5-4,4-4,3-4,3-3,3-2,3-1,3-0,2-0,1-0,4-6,4-5,3-5,2-5,2-4,2-3,2-2,1-2,1-1,1-0,0,0,2-1,1.0,0.0,0.0,159.0,66.66666666666666,41.66666666666667,100.0,30.0,66.66666666666666,41.66666666666667,100.0,30.0,P0034,P0035
12537548.0,2.0,0.0,0.0,0.0,20.0,19.0,11.0,5.0,4.0,3.0,9.0,6.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,20.0,25.0,23.0,30.0,5.0,5.0,7.0,7.0,16.0,20.0,14.0,23.0,4.0,5.0,5.0,7.0,0.0,0.0,2.0,3.0,9.0,23.0,4.0,20.0,2.0,7.0,1.0,5.0,2024.0,7.0,18.0,6-4,6-2,0,6-4,5-4,5-3,5-2,5-1,4-1,3-1,2-1,1-1,0-1,0,0,6-2,5-2,4-2,3-2,3-1,2-1,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,84.0,80.0,60.86956521739131,80.0,71.42857142857143,80.0,60.86956521739131,80.0,71.42857142857143,P0036,P0037
12724257.0,1.0,1.0,0.0,0.0,17.0,16.0,13.0,8.0,6.0,4.0,8.0,6.0,3.0,2.0,5.0,5.0,2.0,1.0,0.0,0.0,20.0,25.0,23.0,29.0,5.0,5.0,6.0,6.0,14.0,20.0,12.0,23.0,3.0,5.0,4.0,6.0,1.0,2.0,2.0,4.0,11.0,23.0,6.0,20.0,2.0,6.0,2.0,5.0,2024.0,9.0,1.0,6-1,6-4,0,6-1,5-1,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,6-4,5-4,4-4,4-3,3-3,3-2,2-2,2-1,1-1,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,91.0,70.0,52.17391304347826,60.0,66.66666666666666,70.0,52.17391304347826,60.0,66.66666666666666,P0038,P0039
10449912.0,0.0,0.0,1.0,1.0,12.0,16.0,10.0,17.0,3.0,4.0,4.0,6.0,1.0,3.0,4.0,4.0,1.0,3.0,0.0,0.0,22.0,29.0,21.0,26.0,6.0,7.0,4.0,5.0,10.0,22.0,15.0,21.0,2.0,7.0,1.0,5.0,4.0,7.0,0.0,1.0,6.0,21.0,12.0,22.0,4.0,5.0,5.0,7.0,2022.0,7.0,12.0,2-6,6-7,0,2-6,2-5,2-4,2-3,1-3,1-2,1-1,0-1,0,0,0,0,6-7,6-6,5-6,5-5,5-4,4-4,3-4,3-3,2-3,1-3,1-2,1-1,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,1.0,137.0,45.45454545454545,71.42857142857143,28.57142857142857,20.0,45.45454545454545,71.42857142857143,28.57142857142857,20.0,P0040,P0041
10317773.0,1.0,1.0,1.0,0.0,7.0,19.0,21.0,16.0,3.0,4.0,0.0,0.0,1.0,3.0,5.0,4.0,3.0,4.0,0.0,0.0,10.0,23.0,31.0,40.0,12.0,13.0,9.0,9.0,3.0,10.0,15.0,31.0,4.0,13.0,4.0,9.0,1.0,5.0,4.0,7.0,16.0,31.0,7.0,10.0,5.0,9.0,9.0,13.0,2022.0,5.0,19.0,3-6,0-6,6-2,3-6,3-5,3-4,2-4,2-3,2-2,2-1,1-1,1-0,0,0,0,0-6,0-5,0-4,0-3,0-2,0-1,0,0,0,0,0,0,6-2,5-2,4-2,3-2,3-1,2-1,1-1,0-1,0,0,0,0,1-2,2.0,0.0,0.0,149.0,30.0,48.38709677419355,30.76923076923077,44.44444444444444,30.0,48.38709677419355,30.76923076923077,44.44444444444444,P0042,P0043
11283352.0,0.0,0.0,1.0,1.0,18.0,19.0,24.0,28.0,4.0,8.0,9.0,11.0,2.0,3.0,6.0,6.0,4.0,4.0,0.0,1.0,43.0,46.0,41.0,43.0,2.0,3.0,1.0,2.0,17.0,43.0,19.0,41.0,1.0,3.0,0.0,2.0,3.0,7.0,3.0,7.0,22.0,41.0,26.0,43.0,2.0,2.0,2.0,3.0,2023.0,5.0,26.0,3-6,6-1,3-6,3-6,3-5,3-4,3-3,2-3,2-2,1-2,1-1,0-1,0,0,0,6-1,5-1,4-1,3-1,3-0,2-0,1-0,0,0,0,0,0,3-6,3-5,3-4,3-3,3-2,3-1,2-1,1-1,0-1,0,0,0,1-2,2.0,0.0,0.0,148.0,39.53488372093023,46.34146341463415,33.33333333333333,0.0,39.53488372093023,46.34146341463415,33.33333333333333,0.0,P0044,P0045
12799144.0,1.0,5.0,1.0,0.0,12.0,18.0,8.0,12.0,4.0,9.0,9.0,11.0,1.0,3.0,4.0,4.0,0.0,2.0,0.0,0.0,16.0,24.0,22.0,26.0,7.0,8.0,4.0,4.0,9.0,16.0,16.0,22.0,3.0,8.0,2.0,4.0,0.0,2.0,0.0,0.0,6.0,22.0,7.0,16.0,2.0,4.0,5.0,8.0,2024.0,9.0,7.0,3-6,2-6,0,3-6,3-5,3-4,3-3,3-2,3-1,2-1,1-1,0-1,0,0,0,2-6,2-5,2-4,1-4,0-4,0-3,0-2,0-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-2,2.0,0.0,0.0,81.0,56.25,72.72727272727273,37.5,50.0,56.25,72.72727272727273,37.5,50.0,P0046,P0047
12527240.0,1.0,1.0,2.0,2.0,26.0,31.0,22.0,15.0,7.0,4.0,8.0,8.0,3.0,2.0,6.0,6.0,2.0,2.0,0.0,1.0,27.0,41.0,32.0,53.0,12.0,14.0,19.0,21.0,18.0,27.0,17.0,32.0,8.0,14.0,14.0,21.0,1.0,3.0,5.0,7.0,15.0,32.0,9.0,27.0,7.0,21.0,6.0,14.0,2024.0,7.0,20.0,6-4,6-0,0,6-4,5-4,4-4,4-3,4-2,3-2,3-1,2-1,1-1,0-1,0,0,6-0,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,70.0,66.66666666666666,53.125,57.14285714285714,66.66666666666666,66.66666666666666,53.125,57.14285714285714,66.66666666666666,P0048,P0049
11477039.0,0.0,1.0,0.0,2.0,16.0,12.0,10.0,4.0,9.0,5.0,8.0,5.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,11.0,20.0,15.0,22.0,9.0,9.0,5.0,7.0,9.0,11.0,9.0,15.0,7.0,9.0,3.0,7.0,0.0,0.0,0.0,2.0,6.0,15.0,2.0,11.0,4.0,7.0,2.0,9.0,2023.0,8.0,5.0,2-6,7-6,3-6,2-6,2-5,2-4,1-4,0-4,0-3,0-2,0-1,0,0,0,0,7-6,6-6,6-5,5-5,5-4,4-4,4-3,3-3,2-3,2-2,2-1,1-1,3-6,3-5,2-5,2-4,2-3,2-2,1-2,1-1,0-1,0,0,0,1-2,2.0,1.0,0.0,180.0,81.81818181818183,60.0,77.77777777777779,42.85714285714285,81.81818181818183,60.0,77.77777777777779,42.85714285714285,P0050,P0051
10081507.0,1.0,0.0,0.0,2.0,16.0,10.0,10.0,5.0,5.0,5.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,13.0,21.0,11.0,20.0,8.0,8.0,7.0,9.0,10.0,13.0,6.0,11.0,6.0,8.0,4.0,9.0,0.0,0.0,1.0,3.0,5.0,11.0,3.0,13.0,5.0,9.0,2.0,8.0,2022.0,1.0,22.0,6-2,2-6,6-3,6-2,5-2,5-1,4-1,3-1,2-1,2-0,1-0,0,0,0,0,2-6,2-5,2-4,1-4,1-3,0-3,0-2,0-1,0,0,0,0,6-3,5-3,5-2,4-2,3-2,3-1,2-1,1-1,0-1,0,0,0,2-1,1.0,0.0,0.0,114.0,76.92307692307693,54.54545454545454,75.0,44.44444444444444,76.92307692307693,54.54545454545454,75.0,44.44444444444444,P0052,P0053
12057256.0,0.0,0.0,1.0,0.0,20.0,18.0,10.0,12.0,6.0,6.0,8.0,5.0,3.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,24.0,32.0,19.0,28.0,7.0,8.0,9.0,9.0,16.0,24.0,13.0,19.0,4.0,8.0,5.0,9.0,2.0,2.0,0.0,1.0,6.0,19.0,8.0,24.0,4.0,9.0,4.0,8.0,2024.0,2.0,14.0,6-4,6-1,0,6-4,5-4,4-4,3-4,3-3,2-3,2-2,2-1,1-1,0-1,0,0,6-1,5-1,5-0,4-0,3-0,2-0,1-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2-0,1.0,0.0,0.0,82.0,66.66666666666666,68.42105263157895,50.0,55.55555555555556,66.66666666666666,68.42105263157895,50.0,55.55555555555556,P0054,P0055
